Video Name,Width,Height,Video Length,Frames per Second,Frame Count,Original Bitrate,Original Size,Scene Count,Avg Motion ,Avg PCC,Compression Preset,Compression Duration,Compressed Bitrate,Compressed Size, Average PSNR, Average SSIM, Average VIFp
Love.Death.and.Robots.S01E02.Three.Robots.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,696.448,24,16714,490.7226563,361.4448538,6,0.14999,0.92136,slow,905.87,63.15148926,43.8210516,48.68,0.99045,0.781050049
Love.Death.and.Robots.S01E02.Three.Robots.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,696.448,24,16714,490.7226563,361.4448538,6,0.14999,0.92136,slower,2204.9,60.18041992,41.75938988,49.02,0.9907,0.786200049
Love.Death.and.Robots.S01E03.The.Witness.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,726.432,24,17434,831.2988281,611.453145,32,0.25827,0.89424,superfast,302.8,139.3083496,100.8306828,42.19,0.97485,0.629400049
Love.Death.and.Robots.S01E03.The.Witness.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,726.432,24,17434,831.2988281,611.453145,32,0.25827,0.89424,veryfast,395.54,127.4399414,92.24041557,46.16,0.977,0.68175
Love.Death.and.Robots.S01E03.The.Witness.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,726.432,24,17434,831.2988281,611.453145,32,0.25827,0.89424,faster,396.65,127.3358154,92.16501713,46.16,0.97705,0.6818
Love.Death.and.Robots.S01E03.The.Witness.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,726.432,24,17434,831.2988281,611.453145,32,0.25827,0.89424,fast,480.21,130.1043701,94.1688776,46.39,0.97745,0.68622473
Love.Death.and.Robots.S01E03.The.Witness.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,726.432,24,17434,831.2988281,611.453145,32,0.25827,0.89424,medium,717.72,131.3205566,95.04916286,46.57,0.9779,0.692248486
Love.Death.and.Robots.S01E03.The.Witness.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,726.432,24,17434,831.2988281,611.453145,32,0.25827,0.89424,slow,1444.36,133.1176758,96.34990692,49.27,0.9784,0.718750098
Love.Death.and.Robots.S01E03.The.Witness.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,726.432,24,17434,831.2988281,611.453145,32,0.25827,0.89424,slower,3483.93,127.3392334,92.16744709,49.57,0.97875,0.722200098
Love.Death.and.Robots.S01E04.Suits.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,1042.432,24,25018,654.296875,693.225563,21,0.21593,0.85895,superfast,409.43,88.92236328,92.35955334,43.17,0.9909,0.675800049
Love.Death.and.Robots.S01E04.Suits.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,1042.432,24,25018,654.296875,693.225563,21,0.21593,0.85895,veryfast,535.12,82.70007324,85.89683247,47.09,0.9921,0.723850098
Love.Death.and.Robots.S01E04.Suits.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,1042.432,24,25018,654.296875,693.225563,21,0.21593,0.85895,faster,536.47,82.64819336,85.84291363,47.05,0.9921,0.723450098
Love.Death.and.Robots.S01E04.Suits.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,1042.432,24,25018,654.296875,693.225563,21,0.21593,0.85895,fast,661.34,85.89575195,89.21595955,47.18,0.992599902,0.732525368
Love.Death.and.Robots.S01E04.Suits.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,1042.432,24,25018,654.296875,693.225563,21,0.21593,0.85895,medium,983.27,82.85327148,86.05593204,47.47,0.9931,0.742200095
Love.Death.and.Robots.S01E04.Suits.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,1042.432,24,25018,654.296875,693.225563,21,0.21593,0.85895,slow,1932.29,82.66870117,85.86418152,50.37,0.9935,0.772099951
Love.Death.and.Robots.S01E04.Suits.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,1042.432,24,25018,654.296875,693.225563,21,0.21593,0.85895,slower,4394.93,77.0994873,80.0797863,50.49,0.99375,0.774950195
Love.Death.and.Robots.S01E05.Sucker.of.Souls.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,780.448,24,18730,515.1367188,424.6321201,34,0.23666,0.80546,superfast,293.23,118.6116943,92.23251343,42.19,0.9865,0.650700049
Love.Death.and.Robots.S01E05.Sucker.of.Souls.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,780.448,24,18730,515.1367188,424.6321201,34,0.23666,0.80546,veryfast,371.66,111.2330322,86.49474335,46.18,0.98865,0.703550049
Love.Death.and.Robots.S01E05.Sucker.of.Souls.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,780.448,24,18730,515.1367188,424.6321201,34,0.23666,0.80546,faster,373.16,111.1634521,86.44073296,46.18,0.98865,0.703950049
Love.Death.and.Robots.S01E05.Sucker.of.Souls.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,780.448,24,18730,515.1367188,424.6321201,34,0.23666,0.80546,fast,464.03,113.8225098,88.50843239,46.3,0.989349805,0.714858852
Love.Death.and.Robots.S01E05.Sucker.of.Souls.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,780.448,24,18730,515.1367188,424.6321201,34,0.23666,0.80546,medium,671.16,108.0953369,84.05501938,46.55,0.99005,0.722500049
Love.Death.and.Robots.S01E05.Sucker.of.Souls.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,780.448,24,18730,515.1367188,424.6321201,34,0.23666,0.80546,slow,1225.26,109.3840332,85.05709553,49.32,0.9907,0.753450146
Love.Death.and.Robots.S01E05.Sucker.of.Souls.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,780.448,24,18730,515.1367188,424.6321201,34,0.23666,0.80546,slower,2983.87,100.333374,78.0193224,49.53,0.9911,0.758900098
Love.Death.and.Robots.S01E06.When.the.Yogurt.Took.Over.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,380.448,24,9130,402.0966797,169.9555578,22,0.30209,0.86962,superfast,120.33,53.00146484,20.08987236,43.97,0.9904,0.689900195
Love.Death.and.Robots.S01E06.When.the.Yogurt.Took.Over.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,380.448,24,9130,402.0966797,169.9555578,22,0.30209,0.86962,veryfast,154.11,48.82470703,18.50669575,47.68,0.99195,0.743199438
Love.Death.and.Robots.S01E06.When.the.Yogurt.Took.Over.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,380.448,24,9130,402.0966797,169.9555578,22,0.30209,0.86962,faster,154.17,48.78027344,18.48989391,47.79,0.992,0.744000122
Love.Death.and.Robots.S01E06.When.the.Yogurt.Took.Over.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,380.448,24,9130,402.0966797,169.9555578,22,0.30209,0.86962,fast,194.04,51.05371094,19.35160732,47.86,0.9924,0.750250244
Love.Death.and.Robots.S01E06.When.the.Yogurt.Took.Over.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,380.448,24,9130,402.0966797,169.9555578,22,0.30209,0.86962,medium,290.18,50.12609863,19.00001907,48.28,0.9928,0.758600244
Love.Death.and.Robots.S01E06.When.the.Yogurt.Took.Over.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,380.448,24,9130,402.0966797,169.9555578,22,0.30209,0.86962,slow,488.74,49.4119873,18.72933483,50.48,0.99315,0.782650342
Love.Death.and.Robots.S01E06.When.the.Yogurt.Took.Over.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,380.448,24,9130,402.0966797,169.9555578,22,0.30209,0.86962,slower,1140.93,46.7232666,17.71017933,51.15,0.99335,0.789950391
Love.Death.and.Robots.S01E07.Beyond.the.Aquila.Rift.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv,1920,1080,996.448,24,23914,562.3924561,601.0414085,10,0.14313,0.88018,superfast,350.33,58.96948242,58.54604912,43.67,0.9901,0.672700146
