Video Name,Width,Height,Video Length,Frames per Second,Frame Count,Original Bitrate,Original Size,Scene Count,Avg Motion ,Avg PCC,Compression Preset,Compression Duration,Compressed Bitrate,Compressed Size, Average PSNR, Average SSIM, Average VIFp
720-120fps Walking.MOV,1280,720,10.125,120,1215,5566.698608,56.74141026,1,0.426,0.6,faster,20.75,16102193,20793121,27.14899428,0.893596521,0.419730603
720-120fps Walking.MOV,1280,720,10.125,120,1215,5566.698608,56.74141026,1,0.426,0.6,fast,26,16380553,21152574,27.33784554,0.899214612,0.42754818
720-120fps Walking.MOV,1280,720,10.125,120,1215,5566.698608,56.74141026,1,0.426,0.6,medium,35.56,20572664,26565940,28.75212213,0.923770655,0.473884979
720-120fps Walking.MOV,1280,720,10.125,120,1215,5566.698608,56.74141026,1,0.426,0.6,slow,79.5,22610164,29197009,29.49165636,0.933272609,0.499791155
720-120fps Walking.MOV,1280,720,10.125,120,1215,5566.698608,56.74141026,1,0.426,0.6,slower,276.32,20812720,26875930,28.79683761,0.924648415,0.477573634
bars_100.avi,720,576,4.04,25,101,2983.59375,14.73564529,1,0,0.97,superfast,0.28,23790,12258,48.73272741,0.99592552,0.825237637
bars_100.avi,720,576,4.04,25,101,2983.59375,14.73564529,1,0,0.97,veryfast,0.37,20924,10781,50.42525676,0.997299314,0.85884951
bars_100.avi,720,576,4.04,25,101,2983.59375,14.73564529,1,0,0.97,faster,0.38,20924,10781,50.42525676,0.997299314,0.85884951
bars_100.avi,720,576,4.04,25,101,2983.59375,14.73564529,1,0,0.97,fast,0.44,23914,12322,51.20374286,0.997622598,0.87683252
bars_100.avi,720,576,4.04,25,101,2983.59375,14.73564529,1,0,0.97,medium,0.58,21277,10963,50.84747715,0.997424422,0.867141088
bars_100.avi,720,576,4.04,25,101,2983.59375,14.73564529,1,0,0.97,slow,0.78,20359,10490,50.31935071,0.996897814,0.84530102
bars_100.avi,720,576,4.04,25,101,2983.59375,14.73564529,1,0,0.97,slower,1.66,20396,10509,50.81423064,0.997226363,0.864293647
bb1.mkv,1280,720,172.714,29.97,5176,447.0131836,75.39593601,2,0.11812,0.93483,superfast,31.41,213261,4697399,43.72,0.979022629,0.593911714
bb1.mkv,1280,720,172.714,29.97,5176,447.0131836,75.39593601,2,0.11812,0.93483,veryfast,41.88,189429,4172474,44.81,0.980345448,0.60328854
bb1.mkv,1280,720,172.714,29.97,5176,447.0131836,75.39593601,2,0.11812,0.93483,faster,41.93,189353,4170796,44.8,0.980354715,0.603399027
bb1.mkv,1280,720,172.714,29.97,5176,447.0131836,75.39593601,2,0.11812,0.93483,fast,55.97,203978,4492944,45.14,0.981402984,0.615720152
