Video Name,Width,Height,Video Length,Frames per Second,Frame Count,Original Bitrate,Original Size,Scene Count,Avg Motion %,Avg PCC,Compression Preset,Compression Duration,Compressed Bitrate,Compressed Size, Average PSNR, Average SSIM, Average VIFp
C:\Video Compression\Files\Input\bb4.mkv,1280,720,166982,29.970,5004,,83910314,3,0.0745,0.9576699999999999,superfast,28.71,200365,4266675,43.84,0.9765079316683319,0.7176225642357666
C:\Video Compression\Files\Input\bb4.mkv,1280,720,166982,29.970,5004,,83910314,3,0.0745,0.9576699999999999,veryfast,38.81,175232,3731478,44.54,0.9776925938061936,0.7234442531468526
C:\Video Compression\Files\Input\bb4.mkv,1280,720,166982,29.970,5004,,83910314,3,0.0745,0.9576699999999999,faster,37.94,175123,3729160,44.46,0.9777054491508509,0.7235581532467552
C:\Video Compression\Files\Input\bb4.mkv,1280,720,166982,29.970,5004,,83910314,3,0.0745,0.9576699999999999,fast,49.16,185197,3943672,44.92,0.9785510165834155,0.7296186173826156
C:\Video Compression\Files\Input\bb4.mkv,1280,720,166982,29.970,5004,,83910314,3,0.0745,0.9576699999999999,medium,64.92,183605,3909782,44.66,0.9788635622377614,0.734476723676322
C:\Video Compression\Files\Input\bb4.mkv,1280,720,166982,29.970,5004,,83910314,3,0.0745,0.9576699999999999,slow,121.29,186208,3965208,45.04,0.9790370345654305,0.737385456343658
C:\Video Compression\Files\Input\bb4.mkv,1280,720,166982,29.970,5004,,83910314,3,0.0745,0.9576699999999999,slower,296.60,181418,3863219,44.98,0.9795276775224881,0.7427649606393584
C:\Video Compression\Files\Input\bb5.mkv,1280,720,289443,29.970,8674,,106266885,2,0.09707,0.9457599999999999,superfast,55.40,260182,9603936,43.74,0.9750537178098028,0.5927548296253645
C:\Video Compression\Files\Input\bb5.mkv,1280,720,289443,29.970,8674,,106266885,2,0.09707,0.9457599999999999,veryfast,74.48,234184,8644264,44.8,0.9768080999423636,0.6021684921037452
C:\Video Compression\Files\Input\bb5.mkv,1280,720,289443,29.970,8674,,106266885,2,0.09707,0.9457599999999999,faster,74.54,234072,8640138,44.75,0.9768412965994243,0.6024490429971152
C:\Video Compression\Files\Input\bb5.mkv,1280,720,289443,29.970,8674,,106266885,2,0.09707,0.9457599999999999,fast,103.25,260111,9601299,45.1,0.9790745287608054,0.6255372368876081
C:\Video Compression\Files\Input\bb5.mkv,1280,720,289443,29.970,8674,,106266885,2,0.09707,0.9457599999999999,medium,132.92,259843,9591424,44.8,0.9791432786167155,0.6287657266858762
C:\Video Compression\Files\Input\bb5.mkv,1280,720,289443,29.970,8674,,106266885,2,0.09707,0.9457599999999999,slow,252.16,264231,9753384,45.18,0.9796237884726251,0.6363572023054769
C:\Video Compression\Files\Input\bb5.mkv,1280,720,289443,29.970,8674,,106266885,2,0.09707,0.9457599999999999,slower,599.77,249666,9215729,44.94,0.9799197776368862,0.6399017106628201
