Video Name,Width,Height,Video Length,Frames per Second,Frame Count,Original Bitrate,Original Size,Scene Count,Avg Motion %,Avg PCC,Compression Preset,Compression Duration,Compressed Bitrate,Compressed Size, Average PSNR, Average SSIM, Average VIFp
C:\Video Compression\Files\Input\gravity.falls.s02e20.1080p.bluray.x264-taxes.mkv,1920,1080,2638998,23.976,63271,5598000,2347703382,341,0.30173,0.72078,superfast,916.95,886175,298254359,42.85,0.9898499995742296,0.999999983385749
C:\Video Compression\Files\Input\gravity.falls.s02e20.1080p.bluray.x264-taxes.mkv,1920,1080,2638998,23.976,63271,5598000,2347703382,341,0.30173,0.72078,veryfast,1155.17,842726,283630853,43.04,0.9912499996000752,0.9999999836899365
C:\Video Compression\Files\Input\gravity.falls.s02e20.1080p.bluray.x264-taxes.mkv,1920,1080,2638998,23.976,63271,5598000,2347703382,341,0.30173,0.72078,faster,1153.66,843013,283727575,43.05,0.9912499996012577,0.9999999838045521
C:\Video Compression\Files\Input\gravity.falls.s02e20.1080p.bluray.x264-taxes.mkv,1920,1080,2638998,23.976,63271,5598000,2347703382,341,0.30173,0.72078,fast,1415.87,861000,289781396,43.3,0.9916999996096479,0.9999999841483197
C:\Video Compression\Files\Input\gravity.falls.s02e20.1080p.bluray.x264-taxes.mkv,1920,1080,2638998,23.976,63271,5598000,2347703382,341,0.30173,0.72078,medium,2070.93,810696,272850569,43.51,0.992499999610493,0.9999999844578045
C:\Video Compression\Files\Input\gravity.falls.s02e20.1080p.bluray.x264-taxes.mkv,1920,1080,2638998,23.976,63271,5598000,2347703382,341,0.30173,0.72078,slow,3579.13,781794,263123532,43.93,0.9927499996256162,0.9999999850656399
C:\Video Compression\Files\Input\gravity.falls.s02e20.1080p.bluray.x264-taxes.mkv,1920,1080,2638998,23.976,63271,5598000,2347703382,341,0.30173,0.72078,slower,9355.45,716914,241286922,43.98,0.9930499996315458,0.999999984982228
