"","Video.Name","Metric","Width","Height","Video.Length","Frames.per.Second","Frame.Count","Original.Bitrate","Original.Size","Scene.Count","Avg.Motion..","Avg.PCC","Compression.Preset","Compression.Duration","Compressed.Bitrate","Compressed.Size","Average.PSNR","Average.SSIM","Average.VIFp","Normalized.PSNR","Normalized.SSIM","Normalized.VIFp","Normalized.Duration","Normalized.Size","PSNR.By.Duration","SSIM.By.Duration","VIFp.By.Duration"
"82","jellyfish-70-mbps-hd-h264.mkv",2.9478508,1920,1080,30.03,29.97,900,8341.550781,249.5926313,1,0.3775,0.94,"faster",30.28,332.4677734,9.947967529,37.86782252,0.943904213,0.519260993,1.00655716022937,1.00832973479405,1.00733939922035,1.0252304188463,1,0.981786281138686,0.983515233510853,0.982549269610934
"83","Kitty.mp4",3.6748198,1920,1080,25.192,29.97,755,1602.606934,39.43626595,1,0.15532,0.9809,"veryfast",12.7,67.88110352,1.70382309,39.46,0.96304499,0.666509465,1.37254901960784,1.59255835386121,1.3532201418647,1.02235951750515,1.14941241942132,1.34253068133728,1.55772830065446,1.32362453588435
"84","legs_up_desk_home_office_relaxed_405.mp4",3.7563754,1920,1080,13.56,25,339,330.2473145,4.375386238,1,0.10435,0.96953,"veryfast",5.55,31.53088379,0.426016808,43.33,0.977656755,0.615219371,1.3206106870229,1.45222890861402,1.11887122756609,1.0309542082374,1.00492163652858,1.28095959691626,1.40862600589881,1.08527732718508
"85","Love.Death.and.Robots.S01E01.Sonnies.Edge.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",3.6758002,1920,1080,1034.432,24,24826,817.5930176,881.7144146,9,0.16213,0.86142,"faster",513.57,72.2019043,74.41723347,49.26,0.9887,0.661700049,1.54439592430859,1.41666666666668,1.5141269516633,1.03196677095695,1.1797604348696,1.49655586572468,1.3727832199025,1.46722452144388
"86","Love.Death.and.Robots.S01E02.Three.Robots.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",4.5020993,1920,1080,696.448,24,16714,490.7226563,361.4448538,6,0.14999,0.92136,"faster",284.88,57.03588867,39.5774231,45.8,0.98885,0.73875,1.53735632183908,1.56976744186046,1.52879815381222,1.02972448505185,1,1.49297831036976,1.52445383658272,1.48466718622821
"87","Love.Death.and.Robots.S01E03.The.Witness.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",4.5329653,1920,1080,726.432,24,17434,831.2988281,611.453145,32,0.25827,0.89424,"faster",396.65,127.3358154,92.16501713,46.16,0.97705,0.6818,1.53794037940379,1.56410256410256,1.56465434624932,1.02950209516744,1,1.49386813938796,1.51928060316202,1.51981657307345
"88","Love.Death.and.Robots.S01E04.Suits.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",3,1920,1080,1042.432,24,25018,654.296875,693.225563,21,0.21593,0.85895,"slower",4394.93,77.0994873,80.0797863,50.49,0.99375,0.774950195,2,2,2,2,1,1,1,1
"89","Love.Death.and.Robots.S01E05.Sucker.of.Souls.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",3.0954239,1920,1080,780.448,24,18730,515.1367188,424.6321201,34,0.23666,0.80546,"medium",671.16,108.0953369,84.05501938,46.55,0.99005,0.722500049,1.59400544959128,1.77173913043478,1.66358565142609,1.14046100556002,1.42465460200038,1.39768518329003,1.55352889910057,1.45869577593247
"90","Love.Death.and.Robots.S01E06.When.the.Yogurt.Took.Over.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",3.3645989,1920,1080,380.448,24,9130,402.0966797,169.9555578,22,0.30209,0.86962,"faster",154.17,48.78027344,18.48989391,47.79,0.992,0.744000122,1.53203342618384,1.54237288135595,1.5407278462503,1.0331569664903,1.32765342847602,1.48286608509088,1.49287371752957,1.49128147631259
"91","Love.Death.and.Robots.S01E07.Beyond.the.Aquila.Rift.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",4.4976897,1920,1080,996.448,24,23914,562.3924561,601.0414085,10,0.14313,0.88018,"faster",449.47,53.64160156,53.2564497,47.59,0.99155,0.724700146,1.53698630136986,1.56862745098041,1.5363585606488,1.03207926302472,1,1.48921343198527,1.51987110600713,1.48860520280796
"92","Love.Death.and.Robots.S01E08.Good.Hunting.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",3.0423,1920,1080,1032.448,24,24778,289.3066406,342.2180662,18,0.25317,0.89664,"slow",1288.81,53.66955566,55.20937538,49.54,0.99435,0.780800195,1.95640326975477,1.94594594594592,1.95344380016688,1.34727639691042,1.42865373866555,1.45211723016985,1.44435540502927,1.44992059880699
"93","Love.Death.and.Robots.S01E09.The.Dump.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",3.8242225,1920,1080,634.432,24,15226,525.706665,359.9583921,6,0.16281,0.87744,"faster",298.6,61.28356934,38.73895359,46.48,0.99115,0.730150097,1.52901484480432,1.60344827586208,1.53430926337033,1.03307302984844,1.18125170065693,1.480064623339,1.55211512597256,1.48518954521097
"94","Love.Death.and.Robots.S01E10.Shape-Shifters.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",4.5207166,1920,1080,970.432,24,23290,654.296875,647.6422443,10,0.18503,0.86892,"faster",471.8,66.61315918,64.40924358,45.9,0.98795,0.6933,1.54829545454545,1.58461538461539,1.536354056902,1.03285944810551,1,1.49903789657476,1.53420234236316,1.48747640322215
"95","Love.Death.and.Robots.S01E11.Helping.Hand.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",4.5603594,1920,1080,604.448,24,14506,424.8046875,274.2544537,6,0.13804,0.90292,"faster",253.53,45.98059082,27.69112682,46.47,0.99015,0.704050049,1.53133514986376,1.63636363636364,1.54385050028699,1.03315305441723,1,1.48219583082735,1.58385403727685,1.49430957367476
"96","Love.Death.and.Robots.S01E12.Fish.Night.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",3.6998072,1920,1080,614.432,24,14746,528.9412842,350.4987516,16,0.29201,0.90233,"faster",265.9,71.29919434,43.64929771,46.36,0.9904,0.7204,1.52819807427785,1.44943820224718,1.49095797365388,1.03049677699755,1.1720474353168,1.48297220174759,1.40654316888817,1.44683419389036
"97","Love.Death.and.Robots.S01E13.Lucky.13.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",3.6342381,1920,1080,888.448,24,21322,755.6152344,680.450242,15,0.17377,0.87726,"faster",468.95,85.55566406,75.73477364,47.8,0.98805,0.697450244,1.54277699859747,1.50909090909091,1.53622390454877,1.03254358157106,1.2226730107589,1.49415194296213,1.46152756748027,1.48780538852543
"98","Love.Death.and.Robots.S01E14.Zima.Blue.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",3.6164073,1920,1080,624.448,24,14986,542.505249,364.5730247,30,0.31701,0.90323,"faster",263.55,62.91210938,39.14157963,47.61,0.99145,0.750150049,1.53741496598639,1.53030303030304,1.53388540432097,1.02813387960087,1.23760535386331,1.49534510679021,1.48842778228174,1.491912128133
"99","Love.Death.and.Robots.S01E15.Blindspot.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",3.1608379,1920,1080,524.448,24,12586,334.4726563,193.4730911,21,0.15209,0.83506,"slow",788.51,46.20751953,24.14454079,49.51,0.99435,0.751500146,1.95592286501377,1.93877551020404,1.95466174448879,1.36360664669027,1.35711618243932,1.43437469284941,1.42179969194915,1.43344985097654
"100","Love.Death.and.Robots.S01E16.Ice.Age.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",3.8259811,1920,1080,630.432,24,15130,526.493042,358.1271877,16,0.13178,0.90877,"faster",283.54,46.59020996,29.26520634,47.15,0.98975,0.710800049,1.53950953678474,1.6304347826087,1.55685412023537,1.03444012353913,1.1943150401678,1.48825388899032,1.57615191590838,1.50502101069795
"101","Love.Death.and.Robots.S01E18.The.Secret.War.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",4.2497975,1920,1080,982.432,24,23578,868.3200684,886.0022898,23,0.18962,0.8581,"faster",552.11,114.0140381,111.605093,49.36,0.97475,0.640650049,1.5589519650655,1.28358208955224,1.53376612497541,1.02976676212625,1,1.51388840891174,1.2464784616877,1.48943059864208
"102","Market 720p120.mp4",5.2013511,1280,720,20.666,119.88,2477,2197.375,44.4876585,1,0.25199,0.77504,"faster",26.65,519.4188232,10.72144032,17.26,0.587705967,0.056304123,2,2,1.33083115921078,1.02489354733049,1,1.9514221796101,1.9514221796101,1.29850672070007
"103","marmots_family_animals_furry_cute_968.mp4",5.0045638,1280,720,27.03,29.97,810,327.7647705,9.205666542,1,0.23222,0.92637,"faster",9.64,99.01452637,2.666407585,24.21,0.743816817,0.294544536,1.71428571428572,1.89252298868896,1.56486822993574,1.02702153596099,1.00620298794292,1.66918185671896,1.84272960441683,1.52369563357937
"104","mars-20030905.avi",4.2362198,1920,1080,15.24,25,381,1005.489136,14.97538948,1,0.0081,0.98,"faster",5.4,24.39831543,0.370488167,44.64409227,0.992329338,0.570617414,1.32244225065493,1.64436718787326,1.38725362318667,1.02781802376123,1,1.28665018522981,1.59986218363423,1.34970742983287
"105","messi goal.mp4",4.8185213,1920,1080,15.701,59.94,940,6843.75,105.0998707,1,0.25362,0.90947,"veryfast",21,301.8652344,4.717063904,8.97,0.171185525,0.002300781,2,1.96867017366206,1.0077601552031,1.0268109407875,1.00580469303744,1.94777823312452,1.91726645623022,0.9814466472574
"106","monarch_butterfly_wings_flying_627.mp4",3,1300,1000,8.333,30,249,1747.196167,14.55603981,1,0.04048,0.95432,"slower",23.83,107.7167969,0.894364357,44.59,0.998064005,0.766479255,2,2,2,2,1,1,1,1
"107","Next Window 1080p30.mp4",4.8063974,1920,1080,14.986,29.97,449,1464.875,21.85937881,1,0.12107,0.98471,"veryfast",8.3,199.4783936,3.017548561,27.11,0.958257783,0.707267424,1.72222222222222,1.7613896606538,1.39733519777025,1.01551050317538,1,1.69591768557493,1.73448689614351,1.37599285620479
"108","Night Drive 1080p30 (inverted).mp4",3.9091818,1920,1080,19.417,29.97,582,1444.561157,27.92597675,1,0.23254,0.93997,"faster",11.69,104.18396,2.029755592,28.03,0.936010108,0.681985354,1.33333333333337,1.51871745252678,1.18006891617393,1.03144850567531,1,1.29268046441195,1.47241228638209,1.14408902594833
"109","Old_acoustic_guitar.mp4",3.6934232,1920,1080,14.448,29.97,433,1450.858643,20.47636032,1,0.00797,0.99217,"veryfast",6.22,48.72998047,0.701460838,39.28,0.966420199,0.64395469,1.40677966101695,1.46046563436696,1.38880568137675,1.02173913043478,1.12781462979669,1.37684817886765,1.42939189746554,1.35925662432619
"110","packaging_band_conveyor_flat_conveyor_378.mp4",4.5695012,1920,1080,7.402,24,177,509.0925293,3.752221107,1,0.18348,0.87888,"faster",4.81,120.6439209,0.886537552,42.1,0.979970181,0.729676097,1.45744680851064,1.72786140991656,1.54147219838767,1.03441933788755,1,1.40895162641389,1.67036843437704,1.49018114987642
"111","racing1-Ralph.Breaks.the.Internet.2018.1080p.BluRay.x264-SPARKS.avi",5.2450086,1920,808,60,30,1438,2048.721924,121.3241043,16,0.2409,0.4,"faster",41.45,199.0612793,11.88410759,11.85058309,0.59564183,0.089735062,1.63179319997271,2,1.69812443101879,1.0161885458892,1,1.60579767069195,1.96813869639706,1.67107220199267
"112","racing2-Ralph.Breaks.the.Internet.2018.1080p.BluRay.x264-SPARKS.avi",3.225606,1920,808,60.192,30,1443,1808.66333,107.6396008,24,0.35799,0.55271,"faster",42.59,217.5360107,13.0321455,10.94,0.573357792,0.057238102,1,2,1.40108218905366,1.02202974957635,1.33501031756945,0.978445099484156,1.95689019896831,1.37088200185408
"113","Rain.mp4",3.8749677,1920,1080,17.451,29.97,523,1589.025879,27.08687973,1,0.24408,0.94504,"faster",13.47,200.9367676,3.493691444,38.42,0.96819691,0.676843607,1.20634920634921,1.46857500288857,1.31475201654786,1.02960245691861,1,1.17166504240827,1.42635149422983,1.27695112585749
"114","Rain_2.mp4",4.0287686,1920,1080,34.668,29.97,1039,1825.014893,61.80002022,1,0.00156,0.99646,"veryfast",15.44,16.34509277,0.564609528,43.08,0.977068057,0.722622064,1.39393939393939,1.50300425094149,1.25068228378033,1.02950215119852,1,1.35399366802352,1.45993308434735,1.21484183624513
"115","rain_thunder_water_lightning_387.mp4",2.9281907,1280,620,35.563,29,1017,604.201416,21.17356682,6,0.02861,0.89187,"veryfast",12.53,48.99682617,1.712021828,44.08,0.981892157,0.53135685,1,1.0084310508259,1.02911113712878,1.03734439834025,1,0.964,0.972127532996165,0.992063136192139
"116","random1-Ralph.Breaks.the.Internet.2018.1080p.BluRay.x264-SPARKS.avi",4.1076879,1920,808,300.984,30,7216,1220.777466,366.1181374,39,0.3588,0.8,"faster",152.81,113.4700928,34.02760887,12.67948653,0.584335466,0.050172856,1.93738076438829,2,1.68449282435968,1.02356000383941,1.337119823294,1.89278670241227,1.95396458683217,1.64571966278586
"117","random2-Ralph.Breaks.the.Internet.2018.1080p.BluRay.x264-SPARKS.avi",5.8470199,1920,808,301.008,30,7217,828.4587402,250.863821,35,0.3384,0.7,"faster",115.19,77.73156738,23.31343174,13.35268086,0.604017775,0.04431834,2,2,2,1.02616376704507,1,1.94900664419206,1.94900664419206,1.94900664419206
"118","rick.and.morty.2014.s01e01.pilot.720p.hdtv.x264.mkv",3.0270774,1280,720,1348.672,23.976,32335,278.225708,447.370141,182,0.21512,0.63227,"slow",830.27,78.71679688,105.7773323,38.84,0.97276634,0.473838421,1.88053097345133,1.92412417507739,1.91139963688893,1.24381373830836,1.51815986795063,1.51190722174281,1.546955235994,1.5367249757898
"119","rick.and.morty.2014.s01e03.anatomy.park.720p.hdtv.x264.mkv",3.9665244,1280,720,1313.792,23.976,31499,416.0251465,616.1863623,185,0.20892,0.56572,"faster",299.42,86.90258789,113.7581348,43.85,0.987023625,0.705255189,1.25974025974026,1.47670835088114,1.34206156131711,1.02823272845155,1,1.22515090687431,1.43616159067896,1.30521186904658
"120","rick.and.morty.2014.s01e04.m.night.shaym-aliens!.720p.hdtv.x264.mkv",4.0263917,1280,720,1263.488,23.976,30293,395.7220459,567.0330553,212,0.21282,0.56813,"fast",359.01,96.8026123,121.8658504,48.9,0.989201825,0.708694591,1.7319587628866,1.63373683613469,1.79553615528769,1.05580245185522,1.21410059912682,1.64041934155699,1.54738874991618,1.70063647051835
"121","rick.and.morty.2014.s01e05.meeseeks.and.destroy.720p.hdtv.x264.mkv",3,1280,720,1268.256,23.976,30407,285.4255371,429.7934809,187,0.21327,0.61337,"slower",2581.64,79.13952637,100.0045614,48.86,0.994684513,0.677985183,2,2,2,2,1,1,1,1
"122","Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT (2).avi",5.7478303,1920,798,60.024,30,1439,1132.62854,67.8105793,1,0.2171,0.94,"faster",20.87,52.60546875,3.142790794,15.55800227,0.732921741,0.125972826,1.98622206968522,2,1.93384566201717,1.0289374128891,1.00099931481687,1.93036237656887,1.94375282203445,1.87945898146247
"123","Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT (3).avi",4.6343114,1920,798,60.024,30,1439,1929.886353,114.49897,5,0.5029,0.63,"veryfast",50.1,188.2613525,11.2472229,13.47003045,0.69649309,0.075949814,1.47929102523802,1.98846413601113,1.31669520088494,1.02446164101672,1.00774613979214,1.44396916976794,1.94098447067055,1.28525573644533
"124","Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi",5.3513972,1920,798,60.024,30,1439,1250.937134,74.73888779,1,0.2328,0.83,"veryfast",27.7,72.19665527,4.313220024,17.22113236,0.744485031,0.124413362,1.79190275474379,2,1.76664783988335,1.03222082283795,1.00628677199117,1.73596842371111,1.9375699034062,1.71150184223778
"125","Samsung Galaxy S9- Remix Your Everyday.mp4",2.9228265,1280,720,30.047,23.976,720,162.4312744,5.23041153,7,0.2644,0.58,"faster",10.29,91.54199219,2.73908329,41.20747932,0.967820648,0.615453085,1.00652648718212,1.00257603108193,1.00449720986754,1.0310566691413,1,0.97620869667657,0.972377233073819,0.974240543639678
"126","sawing_tools_saw_carpentry_wood_520.mp4",4.4928211,1920,1080,11.307,24,260,1025.941895,11.00958443,1,0.14585,0.98138,"veryfast",4.72,42.51550293,0.458950996,41.78,0.972147767,0.621030988,1.45652173913044,1.69514991813748,1.48595061393139,1.03222945002957,1,1.41104454933805,1.64222200605584,1.43955456210713
"127","seagull_ocean_boat_cruise_birds_401.mp4",3.2548772,1920,1080,15.68,50,784,321.9112549,4.933218002,1,0.06133,0.96847,"faster",13.84,191.0062256,2.984168053,38.59,0.956278288,0.544679364,1.00806451612904,1.26954357834924,1.05170806659132,1.0228699899217,1,0.985525556582419,1.241158300525,1.02819329626811
"128","sitka_black_tailed_deer_deer_wildlife_969.mp4",3.9194759,1280,720,12.012,29.97,360,289.5743408,3.401821136,1,0.33622,0.84772,"fast",5.53,181.0695801,2.167156219,34.66,0.967304515,0.642626132,1.56345177664974,1.67709713108408,1.57170950708262,1.04927302100162,1.17012546514771,1.49003333294256,1.59834199251893,1.49790328696558
"129","surf_board_painting_building_making_1019.mp4",4.2144253,1920,1080,15.6,25,390,326.7354736,4.979997635,1,0.05723,0.98605,"veryfast",6.95,82.6842041,1.285217285,40.57,0.973356385,0.703712065,1.34782608695652,1.59120740994643,1.38689254398071,1.02645691812656,1,1.31308588130177,1.55019405281093,1.35114540073635
"130","Swan.mp4",3.2233169,1920,1080,24.024,29.97,720,1490.595581,34.98021793,1,0.07508,0.92989,"veryfast",20.89,393.435791,9.417783737,36.75,0.941539467,0.594561897,1.1037037037037,1.15027695802158,1.12444977803906,1.03099115867846,1.01661622564902,1.07052683663985,1.11570011860822,1.09064929274506
"131","talking1-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi",5.4350016,1920,798,98.52,30,2362,793.5748291,78.73640251,1,0.3253,0.95,"veryfast",33.13,39.06115723,3.83422184,14.72144372,0.696838727,0.086933999,1.62826747471437,2,1.96010037287242,1.02821824381927,1,1.58358158348392,1.94511234557665,1.90630771692177
"132","talking2-Robin.Hood.2018.1080p.WEB-DL.DD5.1.H264-FGT.avi",5.3213213,1920,798,97.92,30,2347,841.3157959,82.76462746,2,0.3114,0.91,"faster",42.38,65.06237793,6.339612007,15.13459815,0.696940468,0.105460806,1.8919741951612,1.9974720945105,1.63384316263706,1.03795451253078,1,1.82279104943444,1.92443124471821,1.57409900232848
"133","Tumbbad cut 1.mkv",3.2258863,1920,816,121.457,24,2914,612.875,81.89019871,2,0.06957,0.89584,"veryfast",41.13,52,6.14,44.16,0.96730704,0.401763378,1.1590909090909,1.12948197682659,1.02066883044534,1.02583954930287,1,1.12989493325597,1.10103181106067,0.994959524751172
"134","Tumbbad cut 2.mkv",3.5672165,1920,816,123.083,24,2951,458.375,64.48530293,1,0.17339,0.92022,"veryfast",45.75,42.375,5.08,42.04,0.980230523,0.406489851,1.1734693877551,1.28331688291613,1.21155210912473,1.02834755248987,1,1.14112138927531,1.2479408151543,1.17815431776085
"135","Tumbbad cut 3.mkv",4.0191023,1920,816,123.323,24,2932,545.25,75.03220177,1,0.09452,0.92224,"faster",39.38,21.625,2.57,44.98,0.984118625,0.550029928,1.26732673267326,1.60588641049896,1.26561310933135,1.02978872145409,1,1.23066674383825,1.55943289826616,1.2290026905172
"136","Tumbbad cut 4.mkv",3.3896953,1920,816,62.916,24,1504,526.125,37.10638714,1,0.12157,0.92951,"veryfast",22,46.25,2.83,39.46,0.965909437,0.379201648,1.05434782608696,1.32120604233141,1.10617892433561,1.02715215215215,1,1.02647677257729,1.28628075165217,1.07693774677674
"137","Tumbbad cut 5.mkv",3.5056015,1920,816,66.235,24,1541,726.125,51.95376873,2,0.22824,0.85747,"medium",59.79,76.375,4.77,44.42,0.983915823,0.640101937,1.75471698113208,1.83570835095684,1.75973626604989,1.11919504643963,1.36363636363636,1.56783840914429,1.64020414207208,1.57232313674721
"138","Tumbbad cut 6.mkv",3.2946988,1920,816,62.166,24,1491,1066.25,69.33984566,1,0.17105,0.82503,"faster",31.06,95.75,5.79,45.73,0.983172751,0.41416431,1.24626865671642,1.08371494663283,1.05693213849588,1.02798947559427,1,1.21233600761911,1.05420821162235,1.028154629584
"139","Tumbbad cut 7.mkv",4.4305065,1920,816,121.25,24,2910,443.75,61.79137421,1,0.04935,0.32151,"fast",38.97,62.875,7.42,43.04,0.99779645,0.744215278,1.51626016260163,1.81682685281056,1.58384819577536,1.05517507062751,1.05175983436853,1.43697496729135,1.72182503490164,1.50102882437645
"140","tv-control-room-static-camera-loop_n18w6shax__WL.mp4",4.7380246,1920,1080,30.04,25,751,1519.837769,44.58968639,1,0.0201,0.99,"veryfast",11.06,54.95458984,1.644879341,40.85892928,0.981931162,0.719151503,1.54294413585126,1.7386811869857,1.56120959975448,1.02212109720642,1,1.50955120686611,1.70105204925104,1.52742136330171
"141","vineyard_vine_production_greece_958.mp4",3.6778231,1280,720,32.908,23.976,789,356.9372559,11.48044395,1,0.40053,0.82415,"fast",12.19,75.26782227,2.467973709,39.01,0.964016627,0.661254536,1.575,1.69233640485827,1.62250063049779,1.06940581542351,1.24325725948813,1.47278047050479,1.58250159149178,1.51719824887546
"142","water_tap_dripping_drops_faucet_tap_424.mp4",3.3978856,1920,1080,14.306,23.976,343,329.1993408,4.601613998,1,7e-04,0.98686,"faster",4.92,4.974975586,0.070914268,49.83,0.995420221,0.540848028,1.43137254901961,1.51702331714966,1.12545316552357,1.03380588876772,1.15973074522142,1.384566062712,1.46741601458464,1.0886503721362
"143","weidemeyers_admiral_butterfly_flower_524.mp4",5.3440685,1920,1080,8.011,29.97,240,511.9628906,4.181225777,1,0.5485,0.6535,"veryfast",7.56,806.0043945,6.431186676,16.58,0.615166418,0.213016084,2,2,1.95823707782079,1.01287128712871,1.10075712213413,1.97458455522972,1.97458455522972,1.93335234467155
"144","wide-20040607-small.avi",3.1989017,1024,576,79.12,25,1978,375.8397217,29.08767128,10,0.3515,0.95,"faster",24.05,52.9206543,4.171964645,39.94634345,0.959829325,0.530323369,1.10043898378004,1.15157389302774,1.0747119539888,1.0367606824852,1.00308436770125,1.06142044386001,1.11074224985782,1.03660562379027
"145","With Cars or Without-.mp4",4.4068956,1920,1080,60.16,29.97,1803,549.3164063,34.03019619,10,0.23207,0.82936,"veryfast",28.46,156.1365967,9.359273911,51.38,0.959578478,0.680462881,1.63946869070209,1.43502116800313,1.41516740986118,1.01878003154458,1,1.60924698162416,1.40856821253895,1.38908043546518
"146","With Cars or Without-_2.mp4",4.9724777,640,360,60.162,29.97,1803,89.2935791,6.061433792,13,0.13452,0.76019,"veryfast",3.97,15.34655762,0.91991806,41.29,0.952114034,0.710206598,1.81578947368421,1.65921145626788,1.60399473007421,1.02117183653373,1.00024449311347,1.7781429223976,1.62481121874641,1.57073929449407
"147","WP_20130802_10_42_24_Pro.mp4",4.5594053,1920,1080,15.406,24,370,2185.255981,33.38636589,1,0.17086,0.96,"fast",12.5,397.3406982,6.097753525,35.51,0.947547369,0.599513469,1.55428571428571,1.66813280221245,1.64246575029748,1.047948543027,1.01817952140678,1.48316987950207,1.59180793113568,1.56731526679089
