"","Video.Name","Width","Height","Video.Length","Frames.per.Second","Frame.Count","Original.Bitrate","Original.Size","Scene.Count","Avg.Motion","Avg.PCC","Compression.Preset","Compression.Duration","Compressed.Bitrate","Compressed.Size","Average.PSNR","Average.SSIM","Average.VIFp","Normalized.PSNR","Normalized.SSIM","Normalized.VIFp","Normalized.Duration","Normalized.Size","PSNR.By.Duration","SSIM.By.Duration","VIFp.By.Duration","Metric"
"51","180626_07_DMZ_08.mp4",1920,1080,8.56,25,214,4242.866333,35.80779743,1,0.2749,0.94,"veryfast",4.97,424.4672852,3.620325089,33.96721766,0.968915056,0.632801679,1.21519959469734,1.51032610269362,1.29341255521225,1.01059892328398,1.0313289822558,1.20245486780106,1.49448615855017,1.27984754922284,3.8559845
"52","180626_07_DMZ_08.mp4",1920,1080,8.56,25,214,4242.866333,35.80779743,1,0.2749,0.94,"faster",4.98,424.6865234,3.622195244,33.96383774,0.968865921,0.632692791,1.2135408745027,1.5076617480444,1.29192519850239,1.01076716016151,1.03263705223457,1.20061367477431,1.49160143648067,1.27816301263285,3.8448922
"53","180626_07_DMZ_08.mp4",1920,1080,8.56,25,214,4242.866333,35.80779743,1,0.2749,0.94,"fast",6.84,419.2156982,3.575533867,34.54986109,0.972105391,0.650818186,1.50113607355422,1.68332262024354,1.53950921025918,1.04205921938089,1,1.44054775931648,1.61538095814137,1.47737209328069,4.5333008
"54","180626_07_DMZ_08.mp4",1920,1080,8.56,25,214,4242.866333,35.80779743,1,0.2749,0.94,"medium",10,499.0093994,4.256103516,34.93114,0.974011358,0.662214981,1.68825145729379,1.78667404056934,1.69518384395791,1.09522207267833,1.47602082518218,1.54146953335704,1.63133494579787,1.54779919638799,3.1981958
"55","180626_07_DMZ_08.mp4",1920,1080,8.56,25,214,4242.866333,35.80779743,1,0.2749,0.94,"slow",19.03,586.8424072,5.005239487,35.55941231,0.976759898,0.68056093,1.99658063914809,1.93571414085556,1.94578051525283,1.2471399730821,2,1.60092746783977,1.55212260262316,1.56019417006108,2.3566221
"56","180626_07_DMZ_08.mp4",1920,1080,8.56,25,214,4242.866333,35.80779743,1,0.2749,0.94,"slower",63.78,499.1306152,4.257137299,35.56637983,0.977945433,0.684530288,2,2,2,2,1.47674389920913,1,1,1,2.0314965
"57","720-120fps View.MOV",1280,720,10.625,120,1275,3466.872314,37.75668812,1,0.0819,0.92,"superfast",10.02,899.5216064,9.522920609,29.67143235,0.907993954,0.480041254,1,1,1,1,1,1,1,1,3
"58","720-120fps View.MOV",1280,720,10.625,120,1275,3466.872314,37.75668812,1,0.0819,0.92,"veryfast",14.12,923.3747559,9.775444984,30.1870951,0.918852487,0.501859839,1.22337349487879,1.30528139853289,1.25721001901061,1.02426322641733,1.04853887148946,1.19439365128622,1.27436128220527,1.22742864000701,3.5250802
"59","720-120fps View.MOV",1280,720,10.625,120,1275,3466.872314,37.75668812,1,0.0819,0.92,"faster",14.22,923.8287354,9.780251503,30.19132284,0.918902166,0.50201556,1.22520485667337,1.30667809499251,1.25904574765068,1.02485501242751,1.04946275461184,1.19549091512107,1.27498824628614,1.2285110892598,3.5246513
"60","720-120fps View.MOV",1280,720,10.625,120,1275,3466.872314,37.75668812,1,0.0819,0.92,"fast",16.98,946.3514404,10.01869106,30.27008012,0.920530346,0.504413968,1.25932073741277,1.35245343752389,1.28731955950765,1.04118830630844,1.09529431845682,1.2095033432307,1.29895181239506,1.23639456158692,3.4190351
"61","720-120fps View.MOV",1280,720,10.625,120,1275,3466.872314,37.75668812,1,0.0819,0.92,"medium",25.52,1205.669922,12.76400661,31.160166,0.933076703,0.534908686,1.64488590332375,1.70518703528088,1.64680882045207,1.0917268315777,1.62298404614926,1.50668267532333,1.56191730931137,1.50844402905459,2.8201411
"62","720-120fps View.MOV",1280,720,10.625,120,1275,3466.872314,37.75668812,1,0.0819,0.92,"slow",51.69,1390.94397,14.72543907,31.9799549,0.943562885,0.564869151,2,2,2,1.24659723044147,2,1.60436743413245,1.60436743413245,1.60436743413245,2.4065512
"63","720-120fps View.MOV",1280,720,10.625,120,1275,3466.872314,37.75668812,1,0.0819,0.92,"slower",179,1173.751343,12.42609596,31.7597607,0.941293732,0.55734254,1.90461682949556,1.93620407090671,1.91127198402667,2,1.55803268604682,0.952308414747779,0.968102035453357,0.955635992013335,1.8459474
"64","720-120fps Walking.MOV",1280,720,10.125,120,1215,5566.698608,56.74141026,1,0.426,0.6,"superfast",16.83,2251.003906,22.70915318,27.16676332,0.892552245,0.419097141,1.00761270347133,1,1,1,1.35925657286554,1.00761270347133,1,1,2.2126895
"65","720-120fps Walking.MOV",1280,720,10.125,120,1215,5566.698608,56.74141026,1,0.426,0.6,"veryfast",20.61,1965.627808,19.8301487,27.14892883,0.893596004,0.41970908,1,1.02563235927852,1.00758344974635,1.01456703533855,1.00003534062643,0.985642116458389,1.01090644930749,0.993116683916434,2.9895596
"66","720-120fps Walking.MOV",1280,720,10.125,120,1215,5566.698608,56.74141026,1,0.426,0.6,"faster",20.75,1965.599731,19.82986546,27.14899428,0.893596521,0.419730603,1.00002793752119,1.02564505562868,1.00785017337222,1.0151065551659,1,0.985145778472239,1.01038166920423,0.99285160581738,2.9883791
"67","720-120fps Walking.MOV",1280,720,10.125,120,1215,5566.698608,56.74141026,1,0.426,0.6,"fast",26,1999.579224,20.17266655,27.33784554,0.899214612,0.42754818,1.08063964228909,1.16361265827584,1.10472944126934,1.03533854869166,1.04277222589202,1.04375486033498,1.12389581141963,1.06702241760954,3.1019939
