,Video.Name,Metric,Width,Height,Video.Length,Frames.per.Second,Frame.Count,Original.Bitrate,Original.Size,Scene.Count,Avg.Motion..,Avg.PCC,Compression.Preset,Compression.Duration,Compressed.Bitrate,Compressed.Size,Average.PSNR,Average.SSIM,Average.VIFp,Normalized.PSNR,Normalized.SSIM,Normalized.VIFp,Normalized.Duration,Normalized.Size,PSNR.By.Duration,SSIM.By.Duration,VIFp.By.Duration
23,Animal.mp4,3.7052532,1920,1080,35.75,24,858,1610.656616,56.24213409,2,0.14086,0.83119,fast,28.17,173.631958,6.184938431,46.92,0.980175123,0.463392056,1.495495495,1.516915614,1.464955703,1.058513022,1.141585858,1.412826733,1.43306278,1.383975135
24,Animal_10.mp4,3.7177886,1920,1080,35.502,29.97,1064,1484.937134,51.4964838,1,0.0062,0.99673,medium,28.99,17.58422852,0.622021675,45.06,0.987074534,0.563791854,1.783783784,1.91667934,1.836807204,1.196062722,1.491379801,1.245251505,1.60249066,1.535711439
25,Animal_2.mp4,4.2224479,1280,720,20.167,24,484,997.9141846,19.65929127,1,0.01475,0.99277,faster,3.26,9.327514648,0.187428474,42.72,0.975215134,0.616012866,1.424657534,1.64563561,1.310686223,1.031531532,1.005829578,1.381109051,1.595332338,1.270621578
26,Animal_3.mp4,3.2714948,1280,720,41.833,24,1004,829.5612793,33.90235138,1,0.00673,0.98163,veryfast,9.98,43.11132813,1.797013283,37.66,0.937875638,0.578330911,1.114754098,1.147236031,1.113319743,1.03173321,1,1.080467399,1.111950279,1.079077161
27,Animal_4.mp4,3.2392186,1280,720,29.083,24,698,1629.902222,46.30081749,1,0.04014,0.98203,fast,12.31,78.04382324,2.261634827,38.38,0.944599633,0.557612179,1.258928571,1.357558717,1.247751183,1.067708333,1.117303175,1.179094077,1.271469628,1.168625498
28,Ants_3.mp4,3.9235513,1920,1080,30.564,29.97,916,1550.589355,46.2930994,1,0.06037,0.96987,faster,20.61,220.8771973,6.72652626,40.03,0.978993087,0.753658792,1.13740458,1.53579138,1.365820123,1.029428637,1.104889197,1,1.491887174,1.326774945
29,Ants_4.mp4,3.1516736,1920,1080,30.564,29.97,916,1609.136841,48.04060078,1,0.03771,0.95022,medium,28.42,245.442627,7.474632263,40.56,0.986747567,0.708902942,1.406504065,1.566189743,1.484207302,1.093137556,1.286667041,1.29365048,1.432747173,1.357749804
30,Apple_2.mp4,4.5143162,1920,1080,30.23,59.94,906,1840.933838,54.36264515,1,0.13714,0.93313,faster,18.04,113.7697754,3.428657532,33.82,0.950921229,0.634537278,1.365079365,1.74934555,1.525017652,1.027717685,1.32826299,1,1.702165464,1.483887719
31,Aquarium.mp4,3.7270911,1920,1080,104.237,29.97,3124,1616.900024,164.6300039,1,0.12358,0.98491,veryfast,61.23,59.04956055,6.132933617,44.23,0.986685227,0.773075775,1.37398374,1.680838136,1.500450137,1.037667604,1.324107773,1.177839317,1.619823275,1.445983407
32,arctic_ice_floating_ice_sheets_619.mp4,3.66241,1920,1080,10.082,30,301,332.5429688,3.424084663,1,0.04212,0.98894,faster,4.88,90.92492676,0.908957481,39.4,0.960347119,0.590105124,1.181818182,1.397298499,1.166761772,1.02279058,1.155484031,1,1.366162856,1.140763119
33,Arena Steps 1080p30.mp4,4.6148838,1920,1080,16.652,29.97,499,1464.875,24.34344292,2,0.33628,0.88596,fast,15.06,175.0611572,2.927621841,26.94,0.955695739,0.650392154,2,1.81529121,1.545581216,1.058474017,1.097474666,1.889512608,1.715007814,1.460197597
34,Arndale 1080p30.mp4,4.7151551,1920,1080,16.205,29.97,486,1464.875,23.51748943,1,0.07514,0.98461,veryfast,8.77,133.3920898,2.164183617,29.44,0.95713574,0.705893868,1.678571429,1.724069223,1.417357177,1.021140856,1.001071744,1.643819674,1.68837552,1.388013387
35,atmosphere_planets_nasa_511.mp4,3.8213161,1280,720,6.467,30,194,405.336792,2.565743446,2,0.13784,0.83454,veryfast,1.78,69.10009766,0.445188522,37.92,0.957710864,0.617635404,1.318435754,1.474785796,1.349699824,1.02300885,1.288782355,1.059776633,1.441615873,1.319343253
36,Autumn_leaves_10.mp4,4.3065214,1920,1080,33.5,29.97,1004,1560.011108,51.04863071,1,0.15703,0.99177,faster,21.29,108.0562744,3.606818199,42.86,0.984342428,0.766443172,1.295652174,1.68675516,1.463034116,1.032258065,1.255163043,1,1.634044061,1.4173143
37,Autumn_leaves_11.mp4,3.6465152,1920,1080,31.331,29.97,939,1571.365967,48.09116173,1,0.081,0.99151,medium,37.49,43.7421875,1.365541458,45.19,0.988603092,0.766641541,1.608333333,1.897264053,1.668358999,1.183036045,1.359496476,1.199352262,1.603724638,1.410235138
38,Autumn_leaves_13.mp4,4.1577088,1920,1080,30.464,29.97,913,1415.46936,42.1216917,1,0.06333,0.99558,faster,16.2,182.2531738,5.531936646,37.57,0.969902846,0.686192511,1.357843137,1.670514973,1.447862647,1.016712612,1.335523059,1.058910397,1.643055229,1.424062838
39,Autumn_leaves_15.mp4,4.1786005,1920,1080,30.931,29.97,927,1470.096313,44.41763783,1,0.05347,0.99101,faster,18.28,166.6032715,5.1346035,38.47,0.972708897,0.707483533,1.32,1.588198051,1.403538205,1.017534394,1.297253446,1.014080052,1.560829845,1.379352102
40,Autumn_leaves_6.mp4,3.5963064,1920,1080,29.463,29.97,883,1483.974121,42.70868969,1,0.05172,0.99425,veryfast,17.49,352.4361572,10.3459959,34.38,0.967003606,0.659784592,1.32034632,1.574936003,1.365819449,1.013176471,1.303175072,1.169445868,1.554453788,1.348056818
41,Autumn_leaves_9.mp4,3.6627653,1920,1080,35.536,29.97,1065,1596.938354,55.43162346,1,0.1463,0.98756,faster,22.75,79.58642578,2.817897797,43.19,0.985683367,0.758300522,1.293233083,1.602799902,1.381321201,1.036044464,1.248240908,1.127165618,1.547037756,1.3332644
42,Baby_goats.mp4,3.9157182,1280,720,29.279,23.976,702,1122.787354,32.11279297,1,0.25741,0.84744,faster,10.17,90.8548584,2.650629997,36.9,0.943565461,0.609328686,1.336206897,1.396733232,1.309984311,1.032486051,1,1.2941646,1.35278654,1.268767079
43,Baby_goats_2.mp4,3.9649545,1920,1080,19.786,29.97,593,1621.998291,31.34929466,1,0.33283,0.80333,faster,18.77,193.0472412,3.805846214,41.48,0.975816768,0.668215785,1.233333333,1.374788198,1.466346912,1.027620478,1,1.200183686,1.337836514,1.426934304
44,bars_100.avi,4.1686934,720,576,4.04,25,101,2983.59375,14.73564529,1,0,0.97,veryfast,0.37,2.554199219,0.010281563,50.42525676,0.997299314,0.85884951,1.684952961,1.809505515,1.65145749,1.065217391,1.158842697,1.581792576,1.698719463,1.550347848
45,bb1.mkv,4.3651539,1280,720,172.714,29.97,5176,447.0131836,75.39593601,2,0.11812,0.93483,faster,41.93,23.11437988,3.977581024,44.8,0.980354715,0.603399027,1.76056338,1.481498216,1.283086108,1.036652498,1,1.698315861,1.42911749,1.237720558
46,bb2.mkv,4.294333,1280,720,252.925,29.97,7580,1749.949585,432.2324352,24,0.28749,0.80082,medium,163.79,118.4677734,29.85460472,44.8,0.874482861,0.409703983,1.779411765,1.566366869,1.368219808,1.097725418,1,1.620998964,1.42692047,1.246413526
47,bb3.mkv,4.2181931,1280,720,289.608,29.97,8679,398.5480957,112.7174883,4,0.33707,0.9309,veryfast,88.45,58.39001465,16.84808636,44.54,0.984777889,0.715960389,1.541353383,1.442728291,1.386184437,1.032011546,1.003914824,1.493542771,1.39797689,1.343186947
48,bb4.mkv,4.0369217,1280,720,166.982,29.97,5004,490.7335205,80.02311134,3,0.0745,0.95767,veryfast,38.81,21.390625,3.558614731,44.54,0.977692594,0.723444253,1.583333333,1.392305181,1.231548686,1.037702042,1.004312438,1.525807283,1.341719612,1.186803761
49,bb5.mkv,4.1354997,1280,720,289.443,29.97,8674,358.5378418,101.3439989,2,0.09707,0.94576,veryfast,74.48,28.58691406,8.243812561,44.8,0.9768081,0.602168492,1.736111111,1.360534395,1.199666697,1.03504969,1.003706279,1.677321511,1.314462878,1.159042612
50,Bee.mp4,3.0912116,1920,1080,26.76,29.97,802,1628.141968,42.55849838,1,0.09791,0.95626,fast,21.23,57.15222168,1.523873329,46.66,0.992783211,0.559656594,1.523809524,1.890375431,1.371683351,1.071575614,1.44480484,1.422027064,1.764108297,1.28006212
51,Bench_2.mp4,3.9853598,1920,1080,30.163,29.97,904,1506.532959,44.38890171,1,0.00106,0.9973,veryfast,12.3,18.16882324,0.546049118,40.5,0.975106231,0.74079401,1.338983051,1.474387443,1.3194274,1.024017206,1.012673347,1.307578664,1.439807295,1.288481669
52,Bench_2.mp4,3.9791215,1920,1080,30.163,29.97,904,1506.532959,44.38890171,1,0.00106,0.9973,veryfast,12.38,18.16882324,0.546049118,40.5,0.975106231,0.74079401,1.338983051,1.474387443,1.3194274,1.025622605,1.305531922,1.012673347,1.437553575,1.286464819
53,Bench_in_the_woods.mp4,4.2057951,1920,1080,30.297,29.97,908,1474.491577,43.63730335,1,0.00612,0.99681,veryfast,12.63,37.63745117,1.136185646,40.53,0.978163857,0.777924405,1.369565217,1.550431887,1.381682584,1.01787013,1.34552059,1.004841566,1.523211893,1.357425219
54,bench_park_people_rest_pause_break_423.mp4,3.9171779,1920,1080,14.56,25,364,317.7073975,4.519651413,1,0.00951,0.99286,veryfast,5.31,36.16381836,0.524643898,41.22,0.978269054,0.6906819,1.343949045,1.456316188,1.344581861,1.023098884,1.034231134,1.313606207,1.423436396,1.314224737
55,Benches_in_the_woods.mp4,3.7656856,1920,1080,30.964,29.97,928,1471.175537,44.49818802,1,0.00892,0.99625,veryfast,14.25,112.7164307,3.477552414,36.97,0.965880302,0.685806692,1.441489362,1.527576646,1.44143457,1.01363234,1.155482479,1.422102773,1.50703227,1.422048719
56,Birds_7.mp4,3.4947885,1920,1080,12.713,29.97,381,1591.940918,19.76889801,1,0.05152,0.96068,fast,8.2,148.661377,1.882962227,40.73,0.993253708,0.632147672,1.255319149,1.579215496,1.28359332,1.063095963,1.18081452,1.10842541,1.485487249,1.207410587
57,birds_tweeting_bathing_river_water_680.mp4,5.8902909,1920,1080,32.044,29.97,960,511.9628906,16.42278481,1,0.42221,0.77508,faster,24.75,363.5404053,11.60289478,22.71,0.649715684,0.179629867,2,2,2,1.016634571,1.001958274,1.967275221,1.967275221,1.967275221
58,Black_Coffee.mp4,4.3953651,1920,1080,13.814,29.97,414,1590.606079,21.46309185,1,0.07618,0.99493,veryfast,6.11,10.86218262,0.149497986,46.55,0.990168933,0.789007796,1.848837209,1.891707991,1.899971248,1.033922463,1.788177814,1.241183363,1.829642028,1.837634171
59,Black_locust.mp4,3.1241512,1920,1080,41.942,29.97,1257,1347.441528,55.20567608,1,0.30922,0.96056,faster,46.88,1089.953613,45.54983425,32.96,0.961200422,0.628533413,1,1.164246697,1.002941625,1.013775621,0.986411568,1,1.148426411,0.989313221
60,Boat_10.mp4,2.9172387,1920,1080,47.247,29.97,1416,1490.709106,68.79898834,1,0.14306,0.90023,faster,34.04,103.1182861,4.854448318,40.97,0.969594262,0.590438096,1.009433962,1.009179804,1.006869002,1.031023628,0.97905997,1.00589836,0.97881346,0.97657219
61,Boat_11.mp4,2.9075215,1920,1080,43.544,29.97,1305,1471.972168,62.60915565,1,0.15711,0.90749,veryfast,32.27,139.7770996,6.064343452,39.38,0.961093174,0.610799884,1,1.002454959,1.00382293,1.033965837,0.967149943,1,0.969524257,0.970847289
62,Boat_13.mp4,3.466316,1920,1080,22.589,29.97,677,1334.269775,29.44265461,1,0.02274,0.98528,veryfast,11.3,192.8225098,4.339945793,37.38,0.946171331,0.542657649,1.141509434,1.203214135,1.17920197,1.016619831,1.122847891,1,1.183543836,1.159924225
63,Boat_15.mp4,3.3786114,1920,1080,30.497,29.97,914,1455.342407,43.35534,1,0.07267,0.98446,veryfast,24.27,668.4995117,20.31364441,34.39,0.957428705,0.604411871,1.096153846,1.221122614,1.141438741,1.023709091,1.070766936,1,1.192841428,1.115003033
64,Boat_17.mp4,3,1920,1080,31.398,29.97,941,1709.297241,52.42286491,1,0.1834,0.8942,slower,215.63,354.3114014,11.08451653,39.7,0.981661008,0.723005252,2,2,2,2,1,1,1,1
65,Boat_18.mp4,3.9779388,1920,1080,30.063,29.97,901,1645.698853,48.32733727,1,0.07259,0.98315,faster,19.33,71.87597656,2.153008461,42.37,0.982030985,0.640891889,1.292207792,1.55248911,1.287690248,1.036392108,1.246832914,1.002348639,1.497974655,1.242474001
66,Boat_19.mp4,4.3944547,1920,1080,30.764,29.97,922,1532.210571,46.04416943,1,0.02267,0.9962,veryfast,13.1,20.66064453,0.633306503,43.53,0.982231538,0.572693305,1.485148515,1.704035155,1.327161778,1.027737403,1.445066133,1,1.658045285,1.291343269
67,Boat_3.mp4,3.9404285,1920,1080,28.328,29.97,849,1509.910645,41.78173256,1,0.15421,0.90725,faster,16.3,84.99707031,2.399107933,40.86,0.964728126,0.560794689,1.311111111,1.490886542,1.252003159,1.028822337,1.274380487,1,1.44911953,1.216928437
68,Boat_9.mp4,2.959148,1920,1080,48.582,29.97,1456,1379.781128,65.47965813,1,0.05724,0.96578,veryfast,29.65,135.9747314,6.582079887,38.48,0.950169902,0.565769174,1,1.021655769,1.019510189,1.027716742,0.973030758,1,0.994102487,0.992014771
69,Bridge_3.mp4,3.2354878,1920,1080,31.064,29.97,931,1398.116455,42.42569637,1,0.0077,0.99691,veryfast,13.75,88.17541504,2.729192734,39.17,0.962405342,0.590607213,1.111111111,1.06601405,1.128416669,1.019911504,1.089419137,1.001706288,1.045202496,1.106386842
70,Bridge_4_timelapse.mp4,4.6735691,1920,1080,32.266,29.97,967,1552.269531,48.92345333,1,0.0486,0.9674,fast,19.15,81.70031738,2.62654686,40.87,0.983017623,0.700920395,1.573033708,1.736503181,1.60802776,1.052207541,1.494984256,1,1.650342839,1.528242003
71,Buck.mp4,4.639849,1920,1080,40.44,59.94,1212,1627.687866,64.30165005,1,0.36119,0.78551,fast,32.8,301.8353271,12.16216183,29.02,0.857550898,0.458109015,1.5625,1.903738861,1.626490531,1.044451195,1.496000969,1.050893247,1.822716916,1.557268103
72,bumblebee credits.mkv,2.9927683,1920,1080,185.018,24,4435,1095.494629,68.9848299,2,0.10098,0.93871,slower,499.03,34.19726563,6.302868843,47.27,0.993475,0.781521694,1.987341772,2,1.998194876,2,1,0.993670886,1,0.999097438
73,bumblebee scene 1.mkv,3.2547585,1920,1080,163.412,24,3918,1095.494629,218.0718145,17,0.18279,0.62345,faster,107.83,165.0507813,26.87425613,42.96,0.977558464,0.505841462,1.150793651,1.184306595,1.129802349,1.027378004,1.036196198,1.120126815,1.152746692,1.099694898
74,bumblebee scene 2.mkv,3.8959223,1920,1080,486.861,24,11672,1095.494629,720.5618916,21,0.29039,0.76157,faster,348.21,209.0810547,101.4174623,41.37,0.961163662,0.439522347,1.28,1.335754446,1.389528351,1.028070507,1,1.245050793,1.299282916,1.351588574
75,bumblebee scene 3.mkv,3.5734785,1920,1080,300.633,24,7207,1095.494629,372.2027903,9,0.30004,0.86504,faster,164.65,130.0430908,38.94882965,40.98,0.961699906,0.55468763,1.179245283,1.354920967,1.135627818,1.026952882,1,1.148295412,1.319360402,1.105822709
76,bumblebee scene 4.mkv,3,1920,1080,240.323,24,5762,1095.494629,259.594182,7,0.10222,0.79566,slower,893.2,43.70129395,10.46455765,45.65,0.983165069,0.366941008,2,2,2,2,1,1,1,1
77,bumblebee scene 5.mkv,3.46472,1920,1080,241.574,24,5792,1095.494629,306.4209423,8,0.10642,0.86911,faster,111.6,36.81933594,8.862512589,43.1,0.974390241,0.510520047,1.214285714,1.322157617,1.134431687,1.033541903,1.02511685,1.174878068,1.279249165,1.097615572
78,Buoy.mp4,2.9891202,1920,1080,34.868,59.94,1045,1696.059937,57.76984024,1,0.05502,0.85115,faster,22.11,283.0236816,9.832847595,34.75,0.887031149,0.425923232,1,1.049336236,1.024921893,1.026759516,0.973937893,1.001678166,1.021988323,0.998210269
79,Buoy_2.mp4,3,1920,1080,31.398,29.97,941,1612.373901,49.45098591,1,0.11151,0.94059,slower,357.52,399.3950195,12.49494553,39.99,0.976929275,0.718910781,2,2,2,2,1,1,1,1
80,Burgos  Spain- A Virtual Day in the Pedestrian Precinct (Short version 720p).mp4,4.5432836,1280,720,325.023,29.97,9741,305.1757813,103.2941685,4,0.3202,0.94195,faster,98.3,74.94750977,24.27179813,67,0.981036941,0.719567894,2,1.504255504,1.162086542,1.027085786,1,1.947257014,1.46458604,1.131440584
81,byger-20030708-liten.avi,2.9561368,1024,576,121.48,25,3037,374.2772217,44.47452354,5,0.31566,0.95733,fast,43.77,61.93444824,7.496641159,39.31919256,0.955238392,0.552932302,1.101904506,1.125623866,1.075672984,1.061431469,1.052733802,1.038130617,1.060477194,1.013417272
82,Cabernet_franc.mp4,4.1008076,1920,1080,33.4,59.94,1001,1666.586182,54.37610435,1,0.05264,0.97836,faster,16.89,83.95227051,2.793886185,39.33,0.973787113,0.73694697,1.104166667,1.71787121,1.381827312,1.02513104,1.077098071,1,1.675757677,1.347951879
83,Canyon_3.mp4,4.424022,1920,1080,30.13,29.97,903,1483.571167,43.66417313,1,0.05062,0.98082,fast,22.98,364.6308594,10.94667435,34.42,0.947492726,0.618389814,1.525,1.59425549,1.494978557,1.03668298,1.471037944,1.00608893,1.537842832,1.442078808
84,Capricorn.mp4,3.8517568,1920,1080,44.077,29.97,1321,1588.227051,68.38088608,1,0.37452,0.90555,fast,44.12,328.9777832,14.44801617,36.44,0.965156896,0.666433449,1.438271605,1.65785562,1.528963986,1.051013397,1.368461723,1.142492078,1.577387713,1.454752137
85,Cat.mp4,3.9741744,1920,1080,39.172,29.97,1174,1493.910034,57.16354752,1,0.07102,0.99003,faster,18.38,65.87451172,2.571123123,40.19,0.970560128,0.691532197,1.347457627,1.470552086,1.244023878,1.022107539,1.318312972,1,1.438744975,1.21711643
86,cat_feline_animal_pet_house_cat_427.mp4,4.8547825,1920,1080,14.84,50,742,328.3735352,4.76262188,1,0.09753,0.99188,veryfast,11.05,52.44091797,0.775415421,41.09,0.975964152,0.72229242,1.592178771,1.804637965,1.628795369,1.030921138,1.004138794,1.54442344,1.750510197,1.579941771
87,Cherry_tomatoes_1.mp4,4.3647531,1920,1080,30.797,29.97,923,1752.190796,52.71015549,2,0.15071,0.8516,veryfast,16.15,47.13574219,1.446398735,42.26,0.978029886,0.733843904,1.425,1.661015249,1.418075181,1.028447846,1.385583145,1.003379329,1.615069987,1.378849873
88,Cherrys.mp4,3.9142134,1920,1080,30.531,29.97,915,1719.617554,51.2821312,1,0.1141,0.9855,faster,19.87,118.9190674,3.617493629,40.35,0.977076864,0.702362272,1.225165563,1.486786826,1.29683965,1.024162885,1.196260459,1,1.45170934,1.266243553
89,Chilling.Adventures.of.Sabrina.S02E01.iNTERNAL.1080p.WEB.X264-AMRAP.mkv,4.4587142,1920,1080,3312.032,23.976,79402,385.7421875,1488.880928,4,0.07649,0.93208,veryfast,1304.11,30.22839355,99.74694729,50.56,0.99445,0.720850211,1.527349229,1.548387097,1.527881856,1.032499042,1.479274233,1,1.499649911,1.479790096
90,Chilling.Adventures.of.Sabrina.S02E06.iNTERNAL.1080p.WEB.X264-AMRAP.mkv,4.5009421,1920,1080,3244.064,23.976,77770,367.4316406,1397.118932,14,0.0735,0.92777,faster,1281.69,27.7779541,89.7769289,50.79,0.9946,0.702100244,1.546478873,1.566666667,1.538299224,1.033438035,1.496440833,1,1.515975428,1.488525845
91,Christmas_Tree_12.mp4,3.4360766,1920,1080,60.26,29.97,1806,1417.189209,83.42117405,1,0.03814,0.85512,fast,58.93,269.5413818,16.18393517,39.21,0.969548919,0.600680541,1.157894737,1.28483055,1.148478051,1.045146473,1.107877955,1,1.229330609,1.098868035
92,Christmas_Tree_7.mp4,3.2671906,1920,1080,30.898,29.97,926,1573.28772,47.48335361,1,0.0862,0.5754,slow,109.7,267.0480957,8.221203804,41.6,0.969862813,0.623720045,1.741935484,1.682347603,1.878248662,1.374142955,1.267652305,1.181073412,1.224288635,1.366850992
93,Christmas_Tree_8_Angel.mp4,4.2210898,1920,1080,30.731,29.97,921,1472.787354,44.21091175,1,0.00967,0.98364,fast,22.28,142.0142822,4.34834671,39.13,0.97493003,0.742396291,1.346153846,1.621635845,1.438035266,1.043764796,1.289709953,1,1.553641061,1.377738808
94,Christmas_Tree_9.mp4,4.4491617,1920,1080,30.5,24,732,1541.17749,45.91345596,1,0.02615,0.99011,medium,23.74,22.77893066,0.692252159,45.6,0.987731485,0.767660668,1.878787879,1.997322421,1.953819643,1.174107698,1.600183596,1.116033445,1.701140726,1.664088947
95,City_panorama.mp4,4.1073079,1920,1080,54.888,29.97,1645,1457.638916,78.15264225,1,0.11727,0.98334,faster,26.44,63.06384277,3.448950768,40.55,0.970046728,0.636041168,1.358778626,1.540626675,1.305355246,1.02372664,1.327286575,1,1.50491998,1.275101375
96,Colors.mp4,3.7802348,1920,1080,46.333,24,1112,1315.787842,59.54964638,1,0.18365,0.98516,medium,36.79,24.38232422,1.125653267,53.86,0.995280004,0.521824897,1.491666667,1.745524535,1.872744369,1.168400997,1.276673566,1.156923732,1.493943038,1.602826748
