,Video.Name,Metric,Width,Height,Video.Length,Frames.per.Second,Frame.Count,Original.Bitrate,Original.Size,Scene.Count,Avg.Motion..,Avg.PCC,Compression.Preset,Compression.Duration,Compressed.Bitrate,Compressed.Size,Average.PSNR,Average.SSIM,Average.VIFp,Normalized.PSNR,Normalized.SSIM,Normalized.VIFp,Normalized.Duration,PSNR.By.Duration,Normalized.Size,SSIM.By.Duration,VIFp.By.Duration
73,Grass_2.mp4,4.2989854,1920,1080,37.671,59.94,1129,1767.08667,65.02641773,1,0.0927,0.94221,veryfast,20.12,153.0397949,5.744353294,35.84,0.958656919,0.648190101,1.305263158,1.687186733,1.427807154,1.021497021,1.277794385,1.006571085,1.651680521,1.397759488
74,Grilling.mp4,3.9756197,1920,1080,30.063,29.97,901,1574.032471,46.22330189,1,0.0169,0.99537,veryfast,16.15,71.42553711,2.139515877,39.26,0.973378143,0.6886461,1.333333333,1.428471515,1.329234018,1.027423426,1.297744727,1.001565384,1.390343532,1.293754829
75,Hoeing_time-lapse.mp4,4.028899,1920,1080,20.12,29.97,603,1506.908325,29.61658764,1,0.28805,0.93026,faster,17.42,667.4730225,13.38108349,33.72,0.959650156,0.642081892,1.304635762,1.474552755,1.342565142,1.014084507,1.28651582,1.00883816,1.454072855,1.323918404
76,Horse_riding_3.mp4,4.1134733,1920,1080,23.323,59.94,699,1913.323364,43.5909977,1,0.31957,0.81171,faster,12.71,114.1193848,2.653820038,33.65,0.910417406,0.461895935,1.3625,1.756470292,1.104760316,1.026803941,1.326932967,1,1.710618963,1.075921383
77,Horseradish.mp4,4.223816,1920,1080,18.719,29.97,561,1666.844727,30.47742939,1,0.25004,0.95374,veryfast,9.69,60.28527832,1.124345779,41.66,0.975707003,0.728331003,1.369565217,1.604060778,1.352198313,1.024150743,1.337269173,1,1.566235038,1.320311802
78,Horses.mp4,3.421679,1920,1080,21.922,29.97,657,1450.819214,31.0679884,1,0.00404,0.99663,veryfast,8.95,42.01879883,0.917811394,38.73,0.970694306,0.684995914,1.370786517,1.368820024,1.344223982,1.020239988,1.343592226,1.169839016,1.341664745,1.317556651
79,Horses_8.mp4,4.1876337,1920,1080,36.036,29.97,1080,1533.068604,53.96465206,1,0.06215,0.98617,faster,18.76,42.82006836,1.537494659,42.54,0.989215505,0.829291835,1.395973154,1.579712693,1.355248881,1.028792342,1.356904691,1.005275802,1.535501995,1.317320149
80,hosing_watering_gardening_garden_454.mp4,3.9120091,1920,1080,11.32,25,283,459.1580811,5.077824593,1,0.06387,0.98514,faster,5.18,33.64624023,0.379500389,44.85,0.987320215,0.596063808,1.235294118,1.544655908,1.252396672,1.030761071,1.198429153,1,1.498558639,1.215021315
81,Ice_3.mp4,4.800488,1920,1080,21.522,59.94,645,1682.501465,35.37230015,1,0.25341,0.89419,veryfast,9.96,45.62573242,0.979093552,36.15,0.903323107,0.516269457,1.541284404,1.952628354,1.424473873,1.024559722,1.504338274,1,1.905821898,1.390327809
82,Industry_2.mp4,4.4632841,1920,1080,30.531,59.94,915,1608.314941,47.96713734,1,0.0747,0.97612,faster,13.28,40.45812988,1.23137188,38.74,0.972527068,0.628141767,1.481132075,1.640532883,1.450046425,1.024293151,1.44600408,1,1.60162438,1.415655688
83,Industry_3.mp4,4.6899364,1920,1080,23.123,59.94,693,1877.940918,42.41786003,1,0.21734,0.87791,faster,11.76,55.2755127,1.274404526,34.27,0.909242632,0.542450565,1.504761905,1.837761651,1.509426064,1.030247479,1.460582952,1.004171217,1.783806015,1.465110174
84,Industry_6.mp4,4.2434336,1280,720,18.667,24,448,813.8934326,14.84253979,1,0.05045,0.98982,veryfast,3.89,52.85498047,0.983082771,38.14,0.973286734,0.726231985,1.355421687,1.621522075,1.386404956,1.025843721,1.321275023,1.002354414,1.580671638,1.351477742
85,Leaf.mp4,4.6156358,1920,1080,22.523,29.97,675,1560.44812,34.3303957,1,0.04802,0.99648,veryfast,10.43,30.31311035,0.68024826,42.43,0.984408918,0.74903954,1.526315789,1.713319977,1.523567662,1.030651341,1.480923498,1.001280643,1.662366223,1.478257099
86,Love.mp4,4.1219876,1920,1080,30.264,29.97,907,1451.774414,42.91785336,1,0.02901,0.98705,fast,19.63,169.9309082,5.12405777,40.77,0.987293556,0.68486542,1.35625,1.721861973,1.449200697,1.051993716,1.289218728,1.044048467,1.636760703,1.377575432
87,Merlot.mp4,4.7734558,1920,1080,34.601,59.94,1037,1661.139526,56.14761162,1,0.07553,0.97663,veryfast,16.36,38.49182129,1.327046394,40.47,0.97551532,0.694016355,1.488888889,1.845492033,1.556784543,1.024659213,1.453057632,1,1.801078846,1.519319325
88,Military_Boat.mp4,3.6348983,1920,1080,18.151,29.97,544,1477.245239,26.19325447,1,0.2314,0.96904,veryfast,13.19,261.4006348,4.727558136,37.64,0.956640814,0.598464869,1.1640625,1.383244157,1.184114698,1.026554547,1.133950946,1,1.34746289,1.153484441
89,Military_Boat2.mp4,4.2487618,1920,1080,11.144,29.97,334,1544.355591,16.81263256,1,0.07473,0.98719,faster,6.43,93.7208252,1.04065609,39.7,0.97592562,0.614486603,1.371069182,1.632583655,1.378266108,1.026996835,1.335027661,1.004229214,1.589667659,1.3420354
90,Monument.mp4,4.041925,1920,1080,19.987,29.97,599,1431.703491,27.95226288,1,0.02083,0.99487,veryfast,9.8,140.6893311,2.801668167,37.91,0.971543497,0.706921268,1.446428571,1.655365273,1.485413472,1.014227834,1.426137721,1.118985849,1.632143408,1.464575732
